fighter_name,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg,fighter_url
Marcus LeVesseur,2.55,64%,3.70,37%,3.89,36%,83%,0.6,http://www.ufcstats.com/fighter-details/182f2b78582de3d8
Loik Radzhabov,2.89,44%,3.76,46%,4.65,57%,42%,0.0,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Kristof Midoux,0.70,43%,2.89,49%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5b5b9c6f6f270369
Tabatha Ricci,4.18,36%,5.29,57%,2.74,37%,81%,0.1,http://www.ufcstats.com/fighter-details/d25240135aee03e5
Yadier DelValle,8.33,66%,3.93,50%,2.00,33%,66%,1.0,http://www.ufcstats.com/fighter-details/70380ccdc81915b8
Ateba Gautier,5.33,71%,1.22,56%,0.00,0%,90%,0.0,http://www.ufcstats.com/fighter-details/2f815ed5f8278ba6
Vince Murdock,1.21,21%,7.17,40%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4b90384d7c3519b8
Nick Thompson,1.87,42%,1.80,49%,1.06,100%,35%,2.6,http://www.ufcstats.com/fighter-details/7d3caf0f96f1b33d
Hidehiko Hasegawa,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2a2eeee20ef049cf
Khabib Nurmagomedov,4.10,48%,1.75,65%,5.32,48%,84%,0.8,http://www.ufcstats.com/fighter-details/032cc3922d871c7f
Bruno Oliveira,3.44,33%,4.92,54%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1e85912c9bab7e2b
Yoislandy Izquierdo,2.93,52%,1.40,26%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/afc2a7ce0c763bd5
Timothy Johnson,3.43,45%,3.08,44%,1.09,24%,69%,0.0,http://www.ufcstats.com/fighter-details/cc900af167fbedfd
Neiman Gracie,0.77,100%,0.38,75%,5.77,100%,0%,5.8,http://www.ufcstats.com/fighter-details/12d855d12a624da2
Taiyilake Nueraji,11.01,48%,7.39,58%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7498b3ac79a3b948
Diego Ferreira,4.82,40%,3.46,55%,0.86,30%,57%,0.6,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Leigh Remedios,0.75,41%,1.36,68%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/918db42c3637916f
Paul Ruiz,1.40,33%,1.40,75%,0.00,0%,100%,20.9,http://www.ufcstats.com/fighter-details/babc0b19e89cec6e
Drakkar Klose,4.33,55%,3.54,50%,1.65,27%,69%,0.0,http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218
Keita Nakamura,2.23,36%,3.20,58%,1.65,48%,63%,0.3,http://www.ufcstats.com/fighter-details/65ddc8a9ac4e8531
Jiri Prochazka,5.74,55%,5.70,43%,0.60,60%,68%,0.2,http://www.ufcstats.com/fighter-details/009341ed974bad72
Steven Ciaccio,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/eaebaa6801338ea1
Wes Sims,0.98,51%,2.95,37%,0.00,0%,40%,2.3,http://www.ufcstats.com/fighter-details/e0f7c4f3f67bc808
Esteban Ribovics,7.53,48%,4.95,57%,0.64,66%,61%,0.3,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Jose Augusto,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4d3b08ab127c7585
Asjabharan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8be9deb7d6b36354
Clayton MacFarlane,1.33,52%,1.82,55%,1.05,33%,37%,0.0,http://www.ufcstats.com/fighter-details/39831e62d12e7ad1
Wayne Phillips,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/09a82bd51ff61376
Minoki Ichihara,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4565d435005319c0
Goldman Butler,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e2d5072048b825b1
Mike Campbell,1.40,26%,1.40,63%,5.26,100%,0%,0.0,http://www.ufcstats.com/fighter-details/f5585e675af7afd4
Rich Bouphanouvong,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/611b9c068c9e2c44
Mitch Clarke,2.35,34%,3.27,47%,0.64,15%,50%,0.4,http://www.ufcstats.com/fighter-details/c76ec2bc3a57666a
Jason Gilliam,0.79,33%,3.14,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/91720876db0ee468
Ryan Gracie,0.82,61%,0.50,40%,2.83,75%,25%,0.9,http://www.ufcstats.com/fighter-details/0c3838c8f7c620c2
Dustin West,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5f5763b3a4de8dd4
Li Yunfeng,0.53,29%,2.55,35%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/4c7afd56ef1947ac
Johnny Cisneros,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/42611508ba8c3298
Edwin Aguilar,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6cadc0a0ba7dc015
Igor Borisov,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0313bf497de9c470
Omar Morales,3.42,40%,3.18,58%,0.46,100%,63%,0.0,http://www.ufcstats.com/fighter-details/a0e6753c42698f13
MinWoo Kim,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6343a95f1d9e6a33
Lukasz Brzeski,5.02,50%,3.68,54%,0.43,33%,36%,0.4,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Canaan Kawaihae,2.83,51%,4.59,36%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/58d42b9e920b25fc
Victor Martinez,7.94,51%,7.66,53%,0.70,33%,80%,0.0,http://www.ufcstats.com/fighter-details/3e708ce33b6b18e6
Gabe Green,6.28,45%,6.95,47%,0.83,50%,53%,0.3,http://www.ufcstats.com/fighter-details/5eb50529a8418b77
Randy Couture,2.85,57%,1.53,59%,2.78,46%,58%,0.5,http://www.ufcstats.com/fighter-details/0aa92558424ced9e
Gerry Harris,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/30cd319d39ee689b
Adriano Martins,1.80,38%,2.14,65%,0.83,80%,81%,0.4,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1
Stevie Ray,3.73,44%,2.93,54%,0.75,46%,55%,0.6,http://www.ufcstats.com/fighter-details/31a13532e724ca2b
Roberto Traven,0.92,50%,2.77,57%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/20ec0061400178ca
Ryan Loder,6.16,80%,0.15,50%,2.20,33%,100%,2.2,http://www.ufcstats.com/fighter-details/d5bab53a1a603aac
Luana Carolina,4.81,50%,3.54,50%,0.34,37%,74%,0.6,http://www.ufcstats.com/fighter-details/528b071cf3da7c56
Aliev Makhmud,1.12,30%,2.24,36%,2.10,50%,0%,0.0,http://www.ufcstats.com/fighter-details/3d481aa374c954a1
Billy Quarantillo,7.44,54%,5.83,42%,1.47,24%,61%,1.0,http://www.ufcstats.com/fighter-details/aa171d55d4b5208f
Jack Cartwright,0.80,38%,3.33,29%,6.00,66%,0%,2.0,http://www.ufcstats.com/fighter-details/1f592bfefb0d62a3
Jason Von Flue,1.89,36%,3.23,52%,0.62,16%,58%,1.5,http://www.ufcstats.com/fighter-details/c4b9296214f4c09c
Brodie Farber,1.69,45%,2.17,53%,0.90,50%,20%,0.9,http://www.ufcstats.com/fighter-details/91d73ee59347ac16
Raou Raou,2.01,16%,6.75,60%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ed069a95aaaf4f56
Haisam Rida,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d8a58e797518f011
Nate Marquardt,2.71,49%,2.32,55%,1.87,51%,70%,0.8,http://www.ufcstats.com/fighter-details/a8e6a69796280f17
Cory McKenna,2.94,38%,3.68,46%,2.00,47%,75%,0.4,http://www.ufcstats.com/fighter-details/3351aa64aa83c4d9
Austin Lingo,3.86,37%,4.86,57%,0.43,66%,75%,0.0,http://www.ufcstats.com/fighter-details/305d73ede05e31ad
Ron van Clief,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/23ab42947c1990e3
Lisa Kyriacou,4.67,41%,4.40,47%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/edbc609a3b0d2aba
Taneisha Tennant,5.67,55%,3.40,71%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/87911d22a79d3203
Matt Horwich,1.11,62%,2.16,38%,0.33,9%,28%,2.7,http://www.ufcstats.com/fighter-details/049d698d773eb3e1
Taylor Lapilus,4.59,48%,2.61,62%,0.27,33%,77%,0.3,http://www.ufcstats.com/fighter-details/8b1ed83b02303075
Magomed Mustafaev,2.59,58%,2.68,41%,3.31,50%,23%,0.4,http://www.ufcstats.com/fighter-details/31d7446b184e3305
Richard Odoms,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f43907e75f8d9baa
Dmitri Stepanov,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/738acab0c6934dd8
Raulian Paiva,4.14,42%,5.01,48%,0.65,23%,77%,0.2,http://www.ufcstats.com/fighter-details/82b4e942781b1046
Matt Veach,1.12,28%,4.91,44%,3.64,38%,100%,1.5,http://www.ufcstats.com/fighter-details/5731cc327790b731
Chris Hofmann,4.78,45%,4.63,35%,3.42,42%,0%,0.0,http://www.ufcstats.com/fighter-details/33fb306278dbb3e5
Kazunari Murakami,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/cfbccfed4e4796fe
Jared Papazian,3.33,39%,3.81,44%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/edad57b3dddf2168
Sherman Pendergarst,1.23,36%,3.08,16%,4.62,100%,0%,0.0,http://www.ufcstats.com/fighter-details/e670f8cc2969a789
Talita Bernardo,3.12,42%,4.04,55%,1.62,22%,28%,0.5,http://www.ufcstats.com/fighter-details/5b2325cd70dbe2ea
Jon Delos Reyes,2.99,38%,4.14,51%,3.20,83%,55%,1.9,http://www.ufcstats.com/fighter-details/0d0351c20169a499
Mal Foki,2.86,14%,14.29,54%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fa534853eb195270
Jason MacDonald,1.55,52%,2.70,46%,1.43,16%,35%,2.0,http://www.ufcstats.com/fighter-details/2be6596a9db33bf5
Tainara Lisboa,2.05,50%,1.40,54%,2.05,40%,70%,0.5,http://www.ufcstats.com/fighter-details/2c5f5749569eef66
Sora Rakhmonova,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/63ff619c52ff7976
Mike King,4.44,58%,1.29,72%,1.75,25%,40%,3.5,http://www.ufcstats.com/fighter-details/564c2f5f9eb45d67
Bendy Casimir,0.74,27%,3.42,54%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/ec7ac09293d26c05
Anthony Birchak,3.93,36%,3.67,56%,0.48,14%,61%,0.5,http://www.ufcstats.com/fighter-details/c5a126ace82a6025
Colleen Schneider,2.17,48%,2.50,50%,2.50,50%,60%,0.0,http://www.ufcstats.com/fighter-details/aa943b9bc00cb0ed
Arnold Allen,3.45,41%,2.88,61%,0.93,47%,75%,0.3,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
John Castaneda,4.67,50%,5.22,54%,1.79,35%,71%,0.1,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c
Courtney Buck,1.49,28%,3.24,54%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/3feed7d02711d8b7
John Makdessi,5.52,49%,4.15,68%,0.00,0%,86%,0.0,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
Josh Paiva,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1e12c1dbbb1e2dda
Steve Erceg,4.37,48%,4.22,53%,1.16,26%,60%,0.5,http://www.ufcstats.com/fighter-details/32ab52e5de93092d
Lolohea Mahe,1.71,29%,6.92,40%,2.44,40%,0%,0.0,http://www.ufcstats.com/fighter-details/fb0b6593cec84356
Luis Santos,4.40,57%,4.00,64%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7701377be464d2ef
Tim Gorman,2.73,31%,5.57,46%,1.00,9%,33%,0.0,http://www.ufcstats.com/fighter-details/c10eb2f12c489f6d
Nina Nunes,4.39,45%,3.47,55%,0.24,33%,73%,0.5,http://www.ufcstats.com/fighter-details/d343df8ba11f4c4e
Bill Duvall,0.00,0%,2.40,40%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7df4d3c38792b083
Juan Miranda,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/be8ad887e4d674b0
Karolina Kowalkiewicz,5.54,43%,5.51,57%,0.31,22%,74%,0.2,http://www.ufcstats.com/fighter-details/d7c3816669784109
Sergio Pettis,3.88,37%,2.91,65%,0.85,40%,67%,0.4,http://www.ufcstats.com/fighter-details/de75d1c45a39e221
Matt Schnell,4.39,39%,4.64,55%,0.56,40%,50%,1.0,http://www.ufcstats.com/fighter-details/67c1d46f4ed16f9e
Buck Meredith,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/36120738148f203f
Kurt Osiander,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f84dfc5a8d178403
Sidney Outlaw,0.13,33%,0.80,71%,3.00,75%,0%,3.0,http://www.ufcstats.com/fighter-details/871ce0b4a01922b6
Josh Shockley,1.40,33%,1.75,60%,0.00,0%,61%,0.8,http://www.ufcstats.com/fighter-details/1d36f1ac66cf689d
JP Buys,1.88,39%,3.02,40%,1.55,25%,25%,2.3,http://www.ufcstats.com/fighter-details/0b362247806341e5
Rashid Magomedov,4.40,49%,3.05,54%,0.67,57%,89%,0.2,http://www.ufcstats.com/fighter-details/7ea1f74cef32f906
Diego Saraiva,1.64,32%,3.58,62%,1.33,40%,0%,0.7,http://www.ufcstats.com/fighter-details/4f4dac51adc1af4f
Jorge Lopez,2.47,59%,2.57,50%,3.50,41%,81%,0.0,http://www.ufcstats.com/fighter-details/ee624ee2a18f2a43
Marcelo Rojo,4.92,39%,6.42,55%,0.46,50%,66%,0.0,http://www.ufcstats.com/fighter-details/2804ce8dadab5770
Mackenzie Dern,3.31,40%,3.90,52%,0.89,17%,25%,1.2,http://www.ufcstats.com/fighter-details/7447e9f28508106a
Danilo Marques,1.44,79%,2.52,52%,3.93,28%,0%,0.8,http://www.ufcstats.com/fighter-details/687c15b2eddfaa63
Santo Curatolo,1.40,39%,6.07,34%,2.00,33%,100%,0.0,http://www.ufcstats.com/fighter-details/b8b765e320a8db39
Cyril Asker,3.35,39%,5.82,35%,4.41,62%,100%,0.9,http://www.ufcstats.com/fighter-details/9be6020024133293
Tony Sims,1.81,63%,0.76,65%,0.71,50%,50%,0.7,http://www.ufcstats.com/fighter-details/57bad6a84230f0c9
JJ Ambrose,3.16,69%,6.32,33%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/d562b12b8fe88336
Christian Colombo,2.76,44%,4.02,42%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd
Michinori Tanaka,1.97,37%,1.99,50%,2.40,38%,43%,0.2,http://www.ufcstats.com/fighter-details/64788ee44b062ded
Alex Crispin,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8944a0f9b2f0ce6d
Nate James,1.33,42%,2.67,28%,0.00,0%,44%,0.0,http://www.ufcstats.com/fighter-details/a34fecf2f4e5a317
Tra Telligman,1.83,35%,3.02,56%,0.87,100%,80%,0.0,http://www.ufcstats.com/fighter-details/1dab0d1d81dd06db
Thiago Alves,3.73,41%,3.42,62%,0.71,60%,63%,0.3,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f
Jumabieke Tuerxun,1.60,28%,3.08,59%,0.47,11%,66%,0.9,http://www.ufcstats.com/fighter-details/1ed32eaaba9ffe10
Julian Sanchez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c6da1c24fe473418
Gigo Jara,2.26,57%,2.71,51%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/99d5cf1eda8b25c1
Conor Heun,2.92,36%,3.66,54%,2.45,31%,33%,0.3,http://www.ufcstats.com/fighter-details/fdb02029556ff4ed
Phil Rowe,3.65,49%,4.34,55%,0.70,36%,56%,0.3,http://www.ufcstats.com/fighter-details/8e382b585a92affe
Michael Trizano,3.63,53%,4.40,50%,0.36,66%,72%,0.5,http://www.ufcstats.com/fighter-details/5bf31a46becc1204
Justin Burlinson,1.24,40%,3.09,61%,0.00,0%,100%,9.3,http://www.ufcstats.com/fighter-details/dadd80ef954e54ed
Jason Novelli,1.73,24%,3.55,66%,0.70,33%,100%,0.0,http://www.ufcstats.com/fighter-details/459e4dc69ec669b2
Akihito Tanaka,0.19,50%,2.05,38%,5.59,66%,0%,0.0,http://www.ufcstats.com/fighter-details/1bf49bf829964144
Reyes Cortez Jr.,4.10,45%,7.43,52%,1.50,11%,100%,0.0,http://www.ufcstats.com/fighter-details/1a7d44196949577c
Danny Sabatello,2.07,57%,0.20,25%,3.00,75%,100%,1.0,http://www.ufcstats.com/fighter-details/cb7ee07982de2a28
Bryan Travers,2.33,48%,3.93,55%,2.00,28%,63%,0.0,http://www.ufcstats.com/fighter-details/008cf84faae9c7a5
Kanako Murata,2.15,56%,2.40,53%,3.38,56%,100%,0.8,http://www.ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Alex Andrade,0.20,36%,2.60,53%,0.00,0%,25%,0.8,http://www.ufcstats.com/fighter-details/1562b12763cc8d67
Lucas Almeida,4.94,43%,4.92,46%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41
Mason Jones,5.61,44%,4.94,46%,3.16,45%,80%,0.0,http://www.ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Simeon Thoresen,3.85,43%,3.85,64%,1.12,40%,50%,1.7,http://www.ufcstats.com/fighter-details/fea8acf9bfcf09ec
Michal Oleksiejczuk,5.08,50%,4.61,58%,1.08,43%,48%,0.0,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Andy Murad,2.60,76%,2.87,32%,1.00,20%,42%,0.0,http://www.ufcstats.com/fighter-details/fd0b4e3eb18eafb7
Antonio Silva,2.89,45%,3.09,50%,0.82,29%,66%,0.8,http://www.ufcstats.com/fighter-details/8349d55cdecd393a
Steve White,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d181689653115b6a
Xavier Siller,1.02,36%,1.53,57%,3.83,100%,0%,0.0,http://www.ufcstats.com/fighter-details/9a08c2753184ac6d
Tony Kelley,5.55,47%,4.85,45%,0.00,0%,52%,1.4,http://www.ufcstats.com/fighter-details/1a08b01fdabb6ae2
Solomon Hutcherson,2.59,39%,2.59,64%,3.53,100%,0%,0.0,http://www.ufcstats.com/fighter-details/155bfc7ed36622df
Tony Ferguson,4.91,45%,4.37,55%,0.39,35%,66%,0.9,http://www.ufcstats.com/fighter-details/22a92d7f62195791
Scott Ettling,0.00,0%,0.54,83%,8.04,100%,0%,0.0,http://www.ufcstats.com/fighter-details/74b5736f1df40be3
Mitch Raposo,2.29,33%,3.32,51%,1.94,60%,50%,0.0,http://www.ufcstats.com/fighter-details/0be6776db31d98ec
Kevin Syler,5.60,69%,4.03,48%,1.00,40%,77%,2.0,http://www.ufcstats.com/fighter-details/9094a881a7513de3
Ron Waterman,0.84,50%,1.37,42%,4.19,69%,50%,2.8,http://www.ufcstats.com/fighter-details/efaf544314bb5c2e
Jennifer Gonzalez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4f1a48f4e6ffb007
Cheick Kongo,3.33,56%,1.28,54%,2.30,56%,52%,0.2,http://www.ufcstats.com/fighter-details/1eacf73d6a0055dc
Mike Polchlopek,2.00,38%,1.33,57%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3bb030257966b022
Rei Tsuruya,2.28,60%,1.31,46%,5.45,50%,50%,2.5,http://www.ufcstats.com/fighter-details/2f43a3e82661fa99
Alberto Uda,1.79,52%,3.49,45%,2.83,50%,66%,0.0,http://www.ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Alvin Robinson,1.57,50%,1.29,51%,1.24,50%,25%,1.2,http://www.ufcstats.com/fighter-details/cbe79765d44bd172
Bruno Silva,3.85,47%,5.28,41%,0.78,23%,74%,0.0,http://www.ufcstats.com/fighter-details/12ebd7d157e91701
Dominic Clark,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8a64b3f87ad29d1e
Jeremy Jackson,0.71,27%,2.03,25%,1.52,40%,58%,0.0,http://www.ufcstats.com/fighter-details/ad32471f01e7b1a5
Paddy Pimblett,4.94,53%,3.75,40%,0.91,25%,52%,2.1,http://www.ufcstats.com/fighter-details/7826923b47f8d72a
Ashe Bowman,2.43,42%,4.86,57%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8a0a35e7c74bebcc
Tim Credeur,3.59,30%,3.13,57%,0.41,100%,50%,3.3,http://www.ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Bobby Lashley,3.10,63%,0.76,63%,11.47,70%,0%,0.0,http://www.ufcstats.com/fighter-details/b0826525fa17231d
Rama Supandhi,2.20,42%,3.53,48%,1.00,11%,0%,0.0,http://www.ufcstats.com/fighter-details/6d537248fe7cccf1
Jadson Costa,0.20,50%,3.05,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/222d6b547de2e035
Pablo Garza,3.37,44%,2.70,50%,0.94,25%,15%,1.3,http://www.ufcstats.com/fighter-details/8e5bfd4e82352340
Elizeu Zaleski dos Santos,4.33,41%,3.41,56%,0.70,20%,68%,0.5,http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b
Kyle Dietz,1.82,45%,2.08,62%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/31da66df48c0c1a0
Juan Andres Luna,3.27,31%,3.00,65%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1fd9f744105024a8
Adam Fugitt,4.72,45%,4.48,51%,2.04,29%,50%,0.0,http://www.ufcstats.com/fighter-details/a01a62132460a98d
Jason High,1.28,42%,1.56,48%,2.36,63%,37%,2.8,http://www.ufcstats.com/fighter-details/e5d03e4d966126bd
Marco Beltran,2.07,37%,1.93,63%,0.70,50%,46%,0.2,http://www.ufcstats.com/fighter-details/ec71a892fada28c7
Joe Stevenson,2.05,44%,2.44,60%,2.75,44%,39%,2.2,http://www.ufcstats.com/fighter-details/79899ecf62020f6d
Justin James,1.34,36%,2.68,50%,0.00,0%,50%,1.6,http://www.ufcstats.com/fighter-details/1ea8df62b3f8fea6
Brad Royster,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/09f8c233de88998d
Alexander Volkanovski,6.16,56%,3.44,58%,1.78,37%,70%,0.2,http://www.ufcstats.com/fighter-details/e1248941344b3288
Robert Peralta,3.76,44%,2.97,53%,0.59,66%,65%,0.0,http://www.ufcstats.com/fighter-details/960d6cae8879ba2b
Hyder Amil,6.31,57%,2.23,61%,0.64,33%,78%,1.9,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe
Kazuhiro Nakamura,1.56,37%,1.83,59%,1.73,36%,42%,0.6,http://www.ufcstats.com/fighter-details/b034747dc1d15491
Jose Henrique,3.45,43%,5.79,38%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/20a0e4cc5227c117
Ivan Salaverry,3.01,47%,1.19,76%,0.49,18%,36%,2.5,http://www.ufcstats.com/fighter-details/394f55ebca199124
Dequan Townsend,1.23,34%,3.92,38%,0.00,0%,46%,0.0,http://www.ufcstats.com/fighter-details/3f7dab21b6c971bc
Jesse Strader,5.03,51%,5.28,47%,3.87,57%,100%,0.0,http://www.ufcstats.com/fighter-details/8c39367b53eadf8a
Niko Price,5.21,42%,5.58,48%,1.04,29%,52%,0.7,http://www.ufcstats.com/fighter-details/d8da10db80131bec
Jared Gooden,4.40,48%,6.74,45%,0.91,45%,65%,0.4,http://www.ufcstats.com/fighter-details/c730a0be691dc081
Pedro Nobre,1.37,30%,9.16,35%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e983c62faf677ab2
Guilherme Viana,2.92,40%,2.72,59%,1.20,66%,77%,0.0,http://www.ufcstats.com/fighter-details/393b8e03fb410a78
Joshua Van,8.88,54%,5.82,60%,1.32,63%,80%,0.0,http://www.ufcstats.com/fighter-details/17e97649403ba428
Daniel Rodriguez,7.50,49%,5.47,58%,0.59,54%,57%,0.1,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Top Noi Kiwram,4.47,59%,3.23,66%,2.72,85%,74%,0.0,http://www.ufcstats.com/fighter-details/e065b4a42a6c2c79
Alvin Cacdac,1.21,66%,0.61,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ce7871949b0ed2bf
Igor Araujo,1.52,42%,2.86,49%,0.86,15%,22%,0.6,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d
Kelly Faszholz,4.01,48%,3.61,52%,0.00,0%,44%,0.0,http://www.ufcstats.com/fighter-details/9c42a0de8e012870
Cody East,4.15,43%,7.32,40%,3.97,100%,16%,0.0,http://www.ufcstats.com/fighter-details/5713c1d2fac539ac
Luis Pena,3.66,46%,3.12,51%,1.17,33%,48%,1.2,http://www.ufcstats.com/fighter-details/2844b047183a1adb
Joel Sutton,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a6a9ab5a824e8f66
Robert Sanchez,0.96,40%,1.78,46%,3.61,62%,50%,0.7,http://www.ufcstats.com/fighter-details/546f8599a63c29da
Edilberto de Oliveira,4.12,32%,6.79,61%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/afdb76fbd86f6d11
Viktoriia Dudakova,2.87,47%,3.40,50%,2.73,35%,33%,0.0,http://www.ufcstats.com/fighter-details/6c9b66b43663f2f7
Pro Escobedo,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b36874652ed7715d
Jeremy Lang,1.13,50%,1.41,42%,4.22,60%,0%,4.2,http://www.ufcstats.com/fighter-details/09422812370fbdfe
Khomkrit Niimi,0.00,0%,5.73,44%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/52a003d768f10d91
Anthony Ivy,2.50,42%,4.57,51%,4.69,20%,100%,0.0,http://www.ufcstats.com/fighter-details/3c5005b66696d790
Yosuke Nishijima,1.72,37%,5.59,56%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5cde96e0a1a1fffe
Elijah Smith,5.00,41%,5.07,43%,5.00,45%,100%,1.0,http://www.ufcstats.com/fighter-details/7478b7f959ba61f5
Chad Anheliger,3.11,46%,2.76,53%,0.68,30%,38%,0.5,http://www.ufcstats.com/fighter-details/c7c39e2fb70248b3
